ASV,Health,Disease,Bile,Stone
ASV1352,0,0,0,6.6
ASV1355,0.037735849,0,2.446808511,4.24
ASV1371,0,0.075757576,0.914893617,6.24
ASV1375,0,0,0,6.4
ASV1407,0,0,0,6.4
ASV1421,0,0,0,6.4
ASV1439,0,0,0,5.96
ASV1452,0,0,0.446808511,5.32
ASV1455,0,0,0.042553191,5.92
ASV1459,0,0,0,5.56
ASV1468,0,0,0,6
ASV1469,0,0,0,6.08
ASV1470,0,0,0.617021277,6.32
ASV1472,0,0,0,5.92
ASV1481,0,0,0,6
ASV1483,0,0,0,6.04
ASV1490,0.641509434,0.515151515,1.425531915,3.64
ASV1506,0,0,0,5.84
ASV1510,0,0,0,5.84
ASV1526,0,0,0,5
ASV1531,0,0.409090909,1.106382979,5.28
ASV1553,0,0,0.021276596,5.4
ASV1554,1.339622642,0,1.319148936,1.52
ASV1585,0,0,0,5.76
ASV1589,0,0.681818182,0.808510638,4.28
ASV1603,0.056603774,0,0.957446809,3.92
ASV1607,0,0,0,5.2
ASV1609,1.018867925,0.045454545,0.127659574,3.32
ASV1610,0,0,0,5.16
ASV1620,0.188679245,1.196969697,0,2.56
ASV1621,1.679245283,0,0,2.08
ASV1625,0,0,0,5.16
ASV1627,0,0,0.021276596,5.12
ASV1636,0,0,0,5.16
ASV1667,1.490566038,0,0,2.24
ASV1675,0,0,0,4.8
ASV1694,0,0,0,4.28
ASV1703,0.490566038,0.227272727,0.553191489,4.24
ASV1710,0,0,0.680851064,4.4
ASV1723,0,0,0.063829787,6.76
ASV1749,0,0,0.170212766,4.36
ASV1752,0,0,0,4.56
ASV1760,0,0.166666667,1.510638298,3.08
ASV1780,0,0,1.14893617,4.96
ASV1783,0,0,0.063829787,4.32
ASV1834,0.018867925,0,0,7.76
ASV1835,0,0,0,4.28
ASV1854,0.377358491,0,1.127659574,1.48
ASV1863,0,0,0,4.08
ASV1873,0,0,0,3.96
ASV1874,0,0,0,4.12
ASV1880,0,0,0,4.04
ASV1881,0,0,0,4.2
ASV1897,0,0.106060606,1.617021277,1.64
ASV1900,0,0,0.829787234,5.44
ASV1908,0,0.03030303,1.340425532,2.56
ASV1913,0,0.287878788,0.170212766,4.76
ASV1920,0,0.333333333,0.893617021,3
ASV1923,0,0,0,3.92
ASV1933,0.943396226,0.545454545,0,1.24
ASV1937,0,0,0,4.24
ASV1939,0,0,0,3.96
ASV1948,0,0,0,3.92
ASV1949,0,0,0,3.84
ASV1950,0,0,0,3.84
ASV1953,0,0,0.042553191,3.88
ASV1964,0,0,0,3.84
ASV1970,0,0,0,3.88
ASV1977,0,0,1,4.44
ASV1983,0,0,0,4.72
ASV1984,0,0,0,3.88
ASV1985,0,0,0,3.72
ASV1987,0,0,0.042553191,3.68
ASV1991,0,0,0,3.92
ASV1993,0,0,1.70212766,1.64
ASV2006,0,0,0,3.72
ASV2008,0,0,0,3.44
ASV2009,0,0,0,3.88
ASV2015,0,0,0,3.92
ASV2024,0,0,0,6.8
ASV2030,0,0,0,3.6
ASV2041,0,0,0,3.32
ASV2053,0,0,0,3.2
ASV2057,0,0,1.595744681,2.44
ASV2064,0,0,0,3.6
ASV2073,0,0.045454545,0,3.52
ASV2080,0,0,0.744680851,2.48
ASV2089,0,0,0,3.56
ASV2091,0,0.015151515,0.468085106,5.2
ASV2093,0,0,0.319148936,3.24
ASV2096,0,1.181818182,0.106382979,1.4
ASV2099,0,0,0,3.52
ASV2102,0.264150943,0,0.680851064,4.04
ASV2110,0,0,0,3.56
ASV2121,0,0,0.255319149,3.52
ASV2130,0,0,0,3.36
ASV2140,0,0,0,3.36
ASV2141,0,0,0,3.36
ASV2142,0,0,0,3.4
ASV2143,0,0,0,3.44
ASV2144,0,0,0,5.92
ASV2145,0,0,0,3.36
ASV2146,0,0,0.85106383,3.08
ASV2147,0,0,0,3.32
ASV2155,0,0,0,3.36
ASV2170,0,0,0,3.44
ASV2171,0,0,0.361702128,4.12
ASV2174,0,0,0.744680851,3.68
ASV2182,0,0,0.106382979,3.12
ASV2187,0,0,0,3.04
ASV2188,0,0,1.617021277,2.12
ASV2201,0,0,0,3.24
ASV2212,0,0,0,3.32
ASV2215,0.169811321,0.212121212,0.957446809,1.92
ASV2229,0,0,0.085106383,4.68
ASV2240,0,0,1.255319149,0.8
ASV2244,0.113207547,0.015151515,0.127659574,4.8
ASV2258,0.132075472,0.075757576,0.404255319,2.12
ASV2259,0,0.242424242,0.382978723,3.12
ASV2261,0,0.772727273,0,1.48
ASV2268,0,0,2.361702128,1.32
ASV2277,0,0.060606061,0.553191489,3.68
ASV2279,0,0,0,3.04
ASV2290,0,0,0,3.08
ASV2299,0.094339623,0.333333333,1.255319149,0.72
ASV2303,0,0,0,3.04
ASV2305,0,0.090909091,0.170212766,3.08
ASV2307,0,0,1.361702128,2.24
ASV2309,0,0.287878788,1.063829787,1.6
ASV2311,0,0,0.085106383,2.92
ASV2322,0,0.924242424,0.14893617,0.84
ASV2325,0,0,0.212765957,4.24
ASV2336,0,0,0,3.44
ASV2340,0,0,1.425531915,2.08
ASV2343,0.113207547,0,0.872340426,1.88
ASV2346,0,0,0.404255319,3.64
ASV2352,0,0,0,3
ASV2355,1.018867925,0.106060606,0.255319149,0.64
ASV2366,0,0,0,2.6
ASV2367,0,0,1.446808511,2.48
ASV2377,0,0.03030303,0.170212766,2.52
ASV2380,0,0,0,2.88
ASV2384,0.018867925,0,0.85106383,1.92
ASV2392,0,0,0,2.8
ASV2393,0,0,0,2.8
ASV2401,0,0.666666667,0.425531915,1
ASV2406,0.433962264,0.03030303,0,2.48
ASV2412,0,0,0,2.8
ASV2423,0,0.015151515,0,2.6
ASV2424,0,0,1.276595745,2.52
ASV2433,0,0.121212121,0.638297872,2.6
ASV2441,0,0,1.319148936,2.2
ASV2445,0,0.303030303,0.531914894,1.72
ASV2459,0,0,0,2.88
ASV2460,0,0,0,2.68
ASV2464,0,0,0,2.64
ASV2468,0,0.242424242,0.723404255,1.76
ASV2478,0,0.03030303,0.021276596,3.96
ASV2480,0.226415094,0.196969697,0.70212766,1.44
ASV2487,1.169811321,0,0,0.68
ASV2488,0,0,0,2.56
ASV2489,0,0,0,4.88
ASV2491,0,0,0,2.6
ASV2495,0,0,0.829787234,2.84
ASV2497,0,0.181818182,0.978723404,1.24
ASV2503,0,0,0.170212766,2.68
ASV2504,0,0,0,3.24
ASV2505,0,0,0,2.6
ASV2508,0,0,1.70212766,1.32
ASV2512,0,0.106060606,0.638297872,2.4
ASV2516,0,0,0,2.76
ASV2519,0,0,0,2.6
ASV2523,0,0,0.553191489,2.92
ASV2532,0,0,0.191489362,2.32
ASV2536,0,0,0.404255319,2
ASV2538,0,0,0.319148936,3.08
ASV2541,0,0.015151515,1.319148936,1.72
ASV2542,0,0,0,3.48
ASV2546,0,0,0,2.52
ASV2552,0,0,0.063829787,2.28
ASV2554,0,0,0,2.52
ASV2558,0.056603774,0,1.255319149,1.88
ASV2560,0,0,0.85106383,1.08
ASV2566,0,0,0,2.6
ASV2568,0.094339623,0.924242424,0.021276596,0.52
ASV2574,0,0,0,2.52
ASV2580,0,0,0.127659574,2.2
ASV2582,0.132075472,0.348484848,0,2.4
ASV2585,0,0.075757576,0,3.2
ASV2589,0,0,0.085106383,2.16
ASV2606,0,0,0,2.44
ASV2607,0,0,0,2.44
ASV2629,0,0,1.085106383,1.24
ASV2637,0,0,0,3.96
ASV2641,0,0.151515152,0.574468085,1.6
ASV2642,0,0.303030303,0.638297872,1.36
ASV2651,0,0,0,2.36
ASV2663,0,0,1.085106383,1.24
ASV2670,0,0.484848485,0.276595745,1
ASV2682,0,0,0.510638298,1.4
ASV2702,0,0,0.617021277,1.56
ASV2705,1.037735849,0.045454545,0,0.92
ASV2708,0,0,0,2.32
ASV2710,0,0,0.765957447,2.52
ASV2713,0,0,0.276595745,1.88
ASV2714,0,0,0.14893617,2.44
ASV2717,0,0,1.531914894,1.28
ASV2723,0,0,0,2.28
ASV2729,0.226415094,0,0.063829787,1.8
ASV2730,0,0,0,3.44
ASV2733,0,0,1.042553191,1.6
ASV2734,0,0,0.361702128,2.56
ASV2745,0.037735849,0,0.787234043,1.36
ASV2750,0,0,0,2.28
ASV2756,0,0,0.063829787,2.24
ASV2757,0,0.121212121,0.340425532,2.2
ASV2777,0,0,0,2.2
ASV2782,0,0.075757576,0.382978723,2.6
ASV2790,0,0,0,3.76
ASV2791,0,0,0,2.16
ASV2806,0,0,0,2.32
ASV2809,0,0,0,2.24
ASV2810,0,0,0,2.16
ASV2812,0,0,0,2.28
ASV2829,0,0,0,2.12
ASV2838,0.037735849,0,0,2.2
ASV2848,0,0,0,2.24
ASV2849,0,0,0,2.2
ASV2869,0.113207547,0.015151515,0.021276596,3.48
ASV2870,0,0,0,2.12
ASV2871,0,0,0.680851064,1.8
ASV2874,0,0,0.085106383,1.88
ASV2876,0.396226415,0.272727273,0.106382979,0.84
ASV2894,0,0,0,3.16
ASV2895,0,0,0,2.24
ASV2905,0,0,0,2
ASV2906,0,0,0,2.12
ASV2919,0,0,0.872340426,1.72
ASV2920,0,0,0,2
ASV2924,0,0,0.468085106,2.36
ASV2926,0,0,0.255319149,2.48
ASV2928,0.396226415,0.090909091,0.510638298,0.28
ASV2933,0.754716981,0.03030303,0,0.68
ASV2937,0.113207547,0,0.744680851,1.52
ASV2944,0,0,0,2.08
ASV2947,0,0,0.191489362,2.24
ASV2968,0,0,0,2.04
ASV2969,0,0.03030303,0.638297872,1.72
ASV2982,0,0,0,2.08
ASV2988,0.037735849,0,0.234042553,1.68
ASV2990,0,0,0,2.08
ASV2991,0,0,0,2.2
ASV2993,0,0.090909091,0.021276596,2.96
ASV3009,0,0,0.638297872,1
ASV3011,0,0.772727273,0.063829787,0.24
ASV3021,0,0,0,1.96
ASV3025,0,0.121212121,0,3.28
ASV3031,0,0,0.404255319,1.88
ASV3038,0,0,0,1.88
ASV3039,0,0,0,1.92
ASV3040,0,0,0,1.96
ASV3051,0,0,0,1.92
ASV3064,0,0,0,2
ASV3065,0,0,0,1.92
ASV3078,0,0,0.404255319,1.88
ASV3080,0,0,0,1.88
ASV3081,0,0,0,1.8
ASV3092,0.226415094,0,0.042553191,1.56
ASV3095,0.169811321,0,0.085106383,2.12
ASV3100,0,0,0,2.56
ASV3101,0,0,0,1.92
ASV3102,0,0,0,2.8
ASV3109,0,0,0.680851064,0.92
ASV3113,0,0,0.957446809,0.52
ASV3121,0,0,0,1.88
ASV3125,0,0,0.276595745,1.64
ASV3133,0,0,0.936170213,1.2
ASV3135,0,0,0,2.84
ASV3138,0,0.378787879,0,1.36
ASV3139,0,0,0.319148936,2.12
ASV3157,0,0,0,1.76
ASV3167,0,0,0.765957447,0.6
ASV3177,0,0,0,2
ASV3184,0,0,0.063829787,1.96
ASV3185,0,0.03030303,0.510638298,1.68
ASV3192,0,0,0,2.56
ASV3204,0,0,0.382978723,2.12
ASV3210,0,0,0.808510638,1.04
ASV3217,0,0,0,1.76
ASV3218,0,0,0,1.76
ASV3226,0,0,0,1.76
ASV3232,0.245283019,0,0.276595745,0.84
ASV3239,0.264150943,0.257575758,0.127659574,0.96
ASV3245,0,0,0,1.72
ASV3250,0,0,0.127659574,1.84
ASV3255,0,0,0.234042553,2.12
ASV3265,0,0,0.765957447,1.28
ASV3271,0,0,0,2.68
ASV3274,0,0,0.276595745,2.52
ASV3277,0.075471698,0.03030303,0.510638298,1.08
ASV3281,0,0,0.617021277,1
ASV3300,0.037735849,0,0.382978723,1.48
ASV3303,0,0,0.382978723,1.96
ASV3305,0,0,0.446808511,1.8
ASV3308,0,0,0,1.84
ASV3309,0,0,0,1.76
ASV3318,0,0,0.765957447,0.4
ASV3322,0,0,0,1.72
ASV3337,0,0,0.063829787,1.84
ASV3338,0,0.03030303,0.936170213,1.04
ASV3341,0,0,0,1.64
ASV3344,0,0,0,3.08
ASV3363,0,0.166666667,0.404255319,1.24
ASV3364,0,0.287878788,0.255319149,0.76
ASV3380,0,0,0.319148936,1.2
ASV3384,0.471698113,0,0.127659574,0.64
ASV3388,0,0,0,1.64
ASV3389,0,0,0,1.6
ASV3398,0,0,0,1.76
ASV3405,0,0,0.382978723,1.8
ASV3416,0,0,0,1.84
ASV3417,0,0,0,1.56
ASV3418,0,0,0,1.72
ASV3422,0,0,0.574468085,0.72
ASV3438,0,0,0,1.64
ASV3447,0,0,0,1.64
ASV3460,0,0,0,1.64
ASV3468,0,0.015151515,0.574468085,1.12
ASV3469,0.528301887,0,0.042553191,0.52
ASV3474,0,0,0,1.68
ASV3475,0,0,0,1.6
ASV3476,0,0,0,1.76
ASV3477,0,0,0,1.68
ASV3484,0,0,0.340425532,1.4
ASV3485,0,0.090909091,0.127659574,1.68
ASV3493,0.075471698,0.106060606,0.29787234,1.72
ASV3511,0,0,0.191489362,2.4
ASV3514,0,0,0.382978723,1.04
ASV3516,0,0,0.234042553,2.04
ASV3518,0,0,0.106382979,1.92
ASV3541,0,0,0.468085106,1.36
ASV3543,0,0,0,1.48
ASV3544,0,0,0,1.56
ASV3566,0,0,0,1.64
ASV3572,0,0.303030303,0.085106383,1.24
ASV3583,0,0,0,1.64
ASV3584,0,0,0,1.52
ASV3586,0,0,0,1.52
ASV3587,0,0,0,1.56
ASV3589,0,0,0,1.48
ASV3590,0,0.060606061,0.85106383,0.8
ASV3599,0,0,0.872340426,0.6
ASV3603,0,0,0,1.6
ASV3607,0,0,0,1.44
ASV3608,0,0,0,1.48
ASV3609,0,0,0,1.48
ASV3619,0,0,0.212765957,1.84
ASV3620,0.113207547,0.03030303,0.446808511,0.88
ASV3624,0,0,0,1.48
ASV3627,0,0,0,1.44
ASV3641,0,0,0,1.52
ASV3642,0,0,0,1.44
ASV3643,0,0,0,1.56
ASV3644,0,0,0,1.8
ASV3647,0,0,0,1.6
ASV3664,0,0,0,1.48
ASV3665,0,0,0,1.52
ASV3666,0,0,0,1.48
ASV3668,0.339622642,0.196969697,0,0.56
ASV3692,0,0,0,1.48
ASV3695,0,0,1.106382979,0.28
ASV3700,0,0,0.446808511,1.12
ASV3705,0,0,0.765957447,0.44
ASV3708,0,0,0,2.96
ASV3710,0,0,0,1.52
ASV3711,0,0,0,1.36
ASV3712,0,0,0,1.48
ASV3728,0,0,0,1.52
ASV3731,0.132075472,0,0,1.2
ASV3737,0,0,0.382978723,1.28
ASV3745,0.018867925,0,0.234042553,1.56
ASV3758,0,0,0,1.4
ASV3761,0,0,0,1.4
ASV3762,0,0,0,1.76
ASV3774,0,0.060606061,0.29787234,1.52
ASV3783,0,0.151515152,0.382978723,1.4
ASV3785,0,0,0.510638298,0.92
ASV3786,0,0,0,1.36
ASV3789,0,0,0,1.4
ASV3806,0,0.257575758,0.063829787,0.96
ASV3809,0,0,0.170212766,1.2
ASV3812,0,0,0,1.44
ASV3823,0,0,0.340425532,1.32
ASV3824,0,0.212121212,0.042553191,1.4
ASV3826,0,0,0.255319149,1.72
ASV3828,0,0.212121212,0.255319149,0.84
ASV3833,0,0,0,1.36
ASV3834,0,0,0,1.48
ASV3835,0,0,0,1.32
ASV3838,0.056603774,0,0.063829787,1.2
ASV3839,0,0,0.425531915,0.84
ASV3848,0,0,0.489361702,1.2
ASV3849,0,0,0.425531915,1.4
ASV3850,0,0.015151515,0.70212766,0.56
ASV3856,0,0,0,1.44
ASV3857,0,0,0,1.48
ASV3870,0,0,0.319148936,1.28
ASV3876,0,0,0.021276596,1.36
ASV3879,0,0,0,1.36
ASV3880,0,0,0,1.48
ASV3895,0,0,0.085106383,1.8
ASV3896,0,0,0.319148936,1.56
ASV3908,0,0,0,1.28
ASV3909,0,0,0,1.4
ASV3916,0,0,0.361702128,0.84
ASV3932,0,0,0,1.4
ASV3933,0,0,0,1.4
ASV3934,0,0,0,1.48
ASV3940,0,0,0.425531915,0.84
ASV3947,0,0,0.425531915,1
ASV3953,0,0,0,1.32
ASV3954,0,0,0,1.4
ASV3966,0,0,0.14893617,1.48
ASV3975,0,0,0,1.36
ASV3976,0,0,0,1.28
ASV3977,0,0,0,1.36
ASV3993,0,0.272727273,0.042553191,1
ASV4008,0,0,0,1.28
ASV4010,0,0,0.382978723,1.12
ASV4016,0.188679245,0.121212121,0.021276596,1.08
ASV4031,0,0,0,1.2
ASV4034,0,0,0.489361702,0.24
ASV4042,0,0.090909091,0.170212766,1.28
ASV4044,0,0,1.021276596,0.36
ASV4049,0,0,0,1.24
ASV4051,0,0,0,1.36
ASV4058,0,0,0,1.28
ASV4063,0,0,0.595744681,0.64
ASV4064,0,0,0.489361702,0.68
ASV4066,0,0,0.255319149,1.48
ASV4075,0,0,0.340425532,1.28
ASV4076,0,0,0.319148936,1.4
ASV4085,0,0,0,1.28
ASV4103,0.132075472,0,0.14893617,0.92
ASV4112,0,0,0,1.24
ASV4113,0,0,0,1.24
ASV4114,0,0,0,1.28
ASV4115,0,0,0,1.24
ASV4116,0,0,0,1.24
ASV4120,0.018867925,0,0.021276596,1.36
ASV4138,0,0,0,1.24
ASV4139,0,0,0,1.2
ASV4155,0,0,0.723404255,0.36
ASV4157,0,0,0.510638298,0.56
ASV4167,0,0,0,1.24
ASV4170,0,0,0,1.2
ASV4171,0,0,0.70212766,0.28
ASV4183,0,0,0.489361702,1.16
ASV4190,0,0,0,1.36
ASV4191,0,0,0,1.2
ASV4192,0,0,0,1.28
ASV4194,0,0,0.872340426,0.36
ASV4201,0,0,0.085106383,1.12
ASV4211,0,0,0.234042553,1.52
ASV4214,0,0,0,1.2
ASV4215,0,0,0,1.28
ASV4216,0,0,0,1.24
ASV4237,0,0,0.340425532,0.8
ASV4240,0,0,0.446808511,1.12
ASV4241,0,0,0.510638298,1.12
ASV4242,0,0,0,1.28
ASV4243,0,0,0,1.16
ASV4244,0,0,0,1.24
ASV4271,0,0,0,1.16
ASV4278,0,0,0,1.12
ASV4283,0,0.045454545,0.340425532,0.64
ASV4286,0,0,0.170212766,1.4
ASV4296,0,0.424242424,0,0.36
ASV4306,0,0,0,1.24
ASV4307,0,0,0,1.16
ASV4315,0,0,0.255319149,1.16
ASV4319,0,0,0.425531915,0.64
ASV4329,0,0,0.340425532,0.88
ASV4342,0,0,0,1.12
ASV4343,0,0,0,1.08
ASV4346,0.245283019,0,0,0.84
ASV4347,0,0.333333333,0,0.64
ASV4360,0,0,0.553191489,0.92
ASV4384,0,0,0.489361702,0.24
ASV4407,0,0,0,1.16
ASV4413,0,0,0.382978723,0.76
ASV4417,0,0,0.212765957,1.24
ASV4426,0,0,0.212765957,1.28
ASV4428,0,0,0.319148936,0.72
ASV4455,0,0,0.106382979,1.4
ASV4459,0.056603774,0,0.191489362,1.16
ASV4466,0,0,0.106382979,1.64
ASV4468,0,0,0.191489362,0.8
ASV4473,0,0,0,1.08
ASV4475,0,0,0,1.12
ASV4476,0,0,0,1.2
ASV4500,0,0,0.085106383,1.96
ASV4501,0.226415094,0.045454545,0.212765957,0.48
ASV4504,0.056603774,0,0.510638298,0.4
ASV4509,0,0,0,1.16
ASV4516,0,0,0.468085106,1
ASV4517,0,0,0,1.08
ASV4518,0,0,0,1.12
ASV4527,0,0,0.14893617,0.92
ASV4542,0,0.03030303,0.70212766,0.36
ASV4543,0,0.015151515,0.106382979,1.24
ASV4545,0,0.060606061,0.382978723,0.8
ASV4550,0,0,0,1.2
ASV4551,0,0,0,1.12
ASV4557,0,0,0,1.76
ASV4569,0,0.106060606,0.276595745,0.48
ASV4607,0,0,0,1.08
ASV4609,0,0,0,1.52
ASV4611,0,0,0,1.12
ASV4612,0,0,0,1.04
ASV4621,0,0,0.191489362,1.08
ASV4633,0,0,0.14893617,1.48
ASV4634,0,0,0.319148936,1
ASV4646,0,0,0,1.04
ASV4672,0.20754717,0.227272727,0.14893617,0.16
ASV4680,0,0,0,1
ASV4681,0,0,0,1.16
ASV4682,0,0,0,1
ASV4690,0,0,0.489361702,0.44
ASV4697,0,0,0.127659574,1.2
ASV4706,0,0,0,1
ASV4713,0,0,0,1.76
ASV4715,0,0,0,1.08
ASV4716,0,0,0,1.12
ASV4717,0,0,0,1.04
ASV4724,0,0,0,1.92
ASV4726,0,0,0.255319149,0.92
ASV4731,0,0,0.085106383,1.28
ASV4737,0,0,0.340425532,0.64
ASV4746,0,0,0.276595745,0.96
ASV4759,0,0,0,1
ASV4760,0,0,0,1.2
ASV4769,0,0,0.425531915,0.48
ASV4778,0,0.060606061,0.29787234,0.36
ASV4785,0,0,0,1.04
ASV4786,0,0,0,1
ASV4788,0,0,0,1
ASV4794,0,0,0,1.04
ASV4795,0,0,0,0.96
ASV4810,0,0,0.276595745,1.16
ASV4816,0,0,0.085106383,1.88
ASV4819,0,0,0,1.04
ASV4823,0,0,0,0.96
ASV4824,0,0,0,1
ASV4826,0,0,0,1.04
ASV4851,0.094339623,0.242424242,0.042553191,0.48
ASV4861,0,0,0,1
ASV4866,0,0,0,0.96
ASV4882,0,0,0.319148936,0.76
ASV4883,0,0,0.127659574,1.12
ASV4902,0,0,0,0.92
ASV4903,0,0,0,0.92
ASV4912,0,0,0,0.96
ASV4933,0,0,0.042553191,2.24
ASV4936,0,0,0,0.92
ASV4938,0.320754717,0,0,0.76
ASV4942,0,0,0,0.96
ASV4966,0,0,0.063829787,1.04
ASV4987,0,0,0,0.96
ASV4990,0,0,0,1.2
ASV5010,0,0,0.340425532,1
ASV5013,0.226415094,0.121212121,0.021276596,0.44
ASV5020,0.056603774,0.196969697,0,0.44
ASV5027,0,0,0,1.04
ASV5028,0,0,0,0.92
ASV5029,0,0,0,0.92
ASV5067,0,0,0,0.92
ASV5068,0,0,0,1.04
ASV5069,0,0,0,0.96
ASV5070,0,0,0,0.96
ASV5071,0,0,0,0.96
ASV5072,0,0,0,0.92
ASV5073,0,0,0,0.96
ASV5074,0,0,0,1.36
ASV5079,0,0,0,0.92
ASV5087,0.037735849,0,0.127659574,0.6
ASV5109,0,0,0,0.96
ASV5112,0,0,0,0.92
ASV5113,0,0,0,0.88
ASV5114,0,0,0,0.96
ASV5115,0,0,0,0.96
ASV5116,0,0,0,1
ASV5119,0,0,0,1.84
ASV5128,0,0,0,1
ASV5135,0,0,0.382978723,0.72
ASV5162,0,0,0,1.28
ASV5167,0,0,0,0.84
ASV5171,0,0,0,0.92
ASV5198,0,0,0.170212766,1.04
ASV5201,0,0,0.319148936,0.56
ASV5214,0,0,0,0.84
ASV5235,0,0,0,1
ASV5238,0,0,0.276595745,0.4
ASV5253,0,0,0.234042553,1.08
ASV5259,0.188679245,0.121212121,0.042553191,0.76
ASV5260,0,0,0.234042553,0.8
ASV5263,0,0,0.021276596,1.24
ASV5280,0,0,0,0.88
ASV5286,0,0,0,0.8
ASV5287,0,0,0,0.84
ASV5293,0,0.348484848,0,0.36
ASV5296,0,0,0.021276596,0.84
ASV5298,0,0,0.170212766,0.96
ASV5300,0,0.03030303,0.127659574,0.96
ASV5317,0,0.060606061,0.14893617,1
ASV5322,0,0,0.234042553,1.04
ASV5326,0,0,0.106382979,0.72
ASV5331,0,0,0,0.8
ASV5332,0,0,0,0.88
ASV5333,0,0,0,0.84
ASV5335,0,0,0,0.88
ASV5337,0,0,0,0.92
ASV5338,0,0,0,0.84
ASV5340,0,0,0,0.88
ASV5358,0,0,0.489361702,0.4
ASV5359,0,0,0.191489362,0.92
ASV5373,0,0.03030303,0.042553191,1.16
ASV5375,0,0,0.191489362,0.92
ASV5376,0,0,0.170212766,1.12
ASV5383,0,0,0,0.92
ASV5384,0,0.136363636,0,0.84
ASV5388,0,0,0,1.2
ASV5400,0,0,0.14893617,0.68
ASV5420,0,0,0.361702128,0.4
ASV5422,0,0.090909091,0.021276596,0.96
ASV5426,0,0,0.234042553,0.72
ASV5427,0,0,0.234042553,0.96
ASV5435,0,0,0,0.92
ASV5441,0,0,0,1.12
ASV5445,0,0,0,0.84
ASV5446,0,0,0,0.84
ASV5448,0,0,0,0.8
ASV5455,0,0,0,1
ASV5465,0,0,0.106382979,1.04
ASV5493,0,0,0.021276596,1.12
ASV5496,0,0,0,0.88
ASV5497,0,0,0,0.92
ASV5498,0,0,0,0.88
ASV5524,0.264150943,0.075757576,0,0.32
ASV5526,0,0,0.106382979,1.04
ASV5527,0,0,0.14893617,0.64
ASV5532,0,0,0.191489362,0.52
ASV5536,0.037735849,0,0.063829787,0.64
ASV5540,0,0.151515152,0.085106383,0.36
ASV5554,0,0,0.340425532,0.6
ASV5559,0,0,0,0.88
ASV5560,0,0,0,0.8
ASV5561,0,0,0,0.96
ASV5573,0,0,0.212765957,0.84
ASV5576,0,0,0.191489362,0.88
ASV5583,0,0,0.319148936,0.44
ASV5600,0,0,0,0.72
ASV5604,0,0,0,0.84
ASV5605,0,0,0,0.84
ASV5606,0,0,0,0.76
ASV5612,0,0,0.212765957,0.68
ASV5616,0,0,0,0.84
ASV5633,0,0,0.212765957,0.56
ASV5640,0,0,0.127659574,1.24
ASV5650,0,0,0,0.8
ASV5651,0,0,0,0.8
ASV5652,0,0,0,0.84
ASV5660,0,0,0,0.84
ASV5661,0,0,0,0.92
ASV5663,0,0,0,0.8
ASV5664,0,0,0,0.84
ASV5665,0,0,0,1.24
ASV5668,0,0,0,0.92
ASV5676,0.226415094,0,0,0.44
ASV5689,0,0,0.106382979,0.64
ASV5728,0,0,0,0.72
ASV5746,0,0,0.021276596,0.76
ASV5764,0,0,0.042553191,0.72
ASV5776,0,0,0,0.76
ASV5779,0,0,0,0.76
ASV5780,0,0,0,0.8
ASV5782,0,0,0,0.72
ASV5784,0,0,0,0.76
ASV5789,0.301886792,0,0,0.24
ASV5790,0,0,0,0.76
ASV5791,0.433962264,0,0,0.12
ASV5792,0,0,0.170212766,0.52
ASV5798,0,0,0.106382979,0.6
ASV5800,0,0,0.340425532,0.32
ASV5821,0,0,0.319148936,0.56
ASV5834,0,0,0,0.84
ASV5837,0,0,0,0.8
ASV5838,0,0,0,0.72
ASV5839,0,0,0,0.8
ASV5840,0,0,0,0.76
ASV5841,0,0,0,0.76
ASV5842,0,0,0,0.8
ASV5843,0,0,0,0.72
ASV5854,0,0,0.063829787,0.84
ASV5882,0,0,0.063829787,0.76
ASV5883,0,0.03030303,0.127659574,0.84
ASV5896,0,0,0,0.64
ASV5903,0,0,0,0.72
ASV5904,0,0,0,0.76
ASV5906,0,0,0,0.76
ASV5907,0,0,0,0.76
ASV5908,0,0,0,0.72
ASV5909,0.150943396,0,0,0.88
ASV5911,0,0,0,1.16
ASV5915,0.150943396,0,0,0.56
ASV5916,0,0,0,0.68
ASV5919,0,0,0.021276596,1.08
ASV5921,0,0,0.085106383,0.52
ASV5924,0,0,0.404255319,0.28
ASV5959,0,0,0,0.72
ASV5960,0,0,0,0.76
ASV5961,0,0,0,1
ASV5962,0,0,0,0.76
ASV5964,0,0,0,0.72
ASV5966,0.264150943,0,0,0.32
ASV5970,0,0,0,0.84
ASV5984,0,0,0.106382979,0.96
ASV5986,0,0,0.212765957,0.32
ASV5987,0,0,0.106382979,0.6
ASV5989,0,0.03030303,0.276595745,0.36
ASV6012,0,0,0.29787234,0.6
ASV6031,0,0,0,0.68
ASV6032,0,0,0,0.72
ASV6036,0,0,0,1.72
ASV6042,0,0,0,0.72
ASV6053,0,0,0.191489362,0.56
ASV6054,0,0,0.170212766,0.48
ASV6055,0,0,0.063829787,0.88
ASV6056,0,0,0.063829787,0.68
ASV6077,0,0,0.106382979,0.8
ASV6085,0,0,0,0.68
ASV6089,0.113207547,0,0,0.44
ASV6091,0,0,0,0.76
ASV6093,0,0,0,0.92
ASV6094,0,0,0,0.72
ASV6095,0,0,0,0.84
ASV6096,0,0,0,0.76
ASV6097,0,0,0,0.64
ASV6098,0,0,0,0.84
ASV6136,0,0,0.127659574,0.8
ASV6145,0,0,0.106382979,0.92
